$DATA1 SOURCE='HSPICE' VERSION='H-2013.03-SP1 32-BIT'
$OPTION MEASFORM=3
.TITLE '**8 bit carry select adder'
tp_crit,q_dut,q_in,q_out,temper,alter#
2.115e-10,-4.323e-15,-3.655e-15,-3.655e-15,  25.0000,1
