$DATA1 SOURCE='HSPICE' VERSION='H-2013.03-SP1 32-BIT'
$OPTION MEASFORM=3
.TITLE '* 4 bit dedicated greater comparator'
tphl,q_dut,q_in,temper,alter#
2.801e-11,-1.727e-15,-2.110e-15,  25.0000,1
