,sma,ama1,ama2,axa2,axa3,bxfa
0,0.3921028466483012,0.38934802571166205,0.35720844811753905,0.3562901744719926,0.3204775022956841,0.22405876951331496
1,0.588613406795225,0.5252525252525253,0.35720844811753905,0.40587695133149676,0.4637281910009183,0.28558310376492196
2,0.5876951331496786,0.3856749311294766,0.40771349862258954,0.41414141414141414,0.45454545454545453,0.3682277318640955
3,0.4793388429752066,0.3820018365472911,0.30303030303030304,0.36363636363636365,0.4150596877869605,0.3269054178145087
4,0.39761248852157943,0.34618916437098257,0.29843893480257117,0.34618916437098257,0.36455463728191,0.35720844811753905
5,0.30486685032139577,0.29292929292929293,0.27180899908172634,0.2745638200183655,0.29935720844811753,0.29843893480257117
6,0.2681359044995409,0.18181818181818182,0.1827364554637282,0.17998163452708907,0.1827364554637282,0.18181818181818182
7,0.4591368227731864,0.3434343434343434,0.3434343434343434,0.3434343434343434,0.3434343434343434,0.3434343434343434
